X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8843221.62790123,5424696.55233405,126,GO-20051158528,2005/09/19 04:00:00+00,2005,September,19,Monday,262,D32,Stabbing,33,Clanton Park,33,Clanton Park (33),-79.4400114919136,43.7361200547674
-8831560.47019282,5418292.26733405,127,GO-20051228892,2005/09/22 04:00:00+00,2005,September,22,Thursday,265,D54,Other,58,Old East York,58,Old East York (58),-79.3352575302709,43.6945379079478
-8812344.7545024,5429979.80907687,128,GO-20051141576,2005/10/01 04:00:00+00,2005,October,1,Saturday,274,D42,Stabbing,136,West Hill,136,West Hill (136),-79.1626398194579,43.770401797757
-8859749.8643261,5425097.05016179,129,GO-20051325246,2005/10/22 04:00:00+00,2005,October,22,Saturday,295,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5884871663062,43.7387194743893
-8860106.81027333,5424796.46966966,130,GO-20051265274,2005/10/23 04:00:00+00,2005,October,23,Sunday,296,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5916936655126,43.7367685763202
-8860106.81027333,5424796.46966966,131,GO-20051265274,2005/10/23 04:00:00+00,2005,October,23,Sunday,296,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5916936655126,43.7367685763202
-8831167.32860184,5434314.76611999,132,GO-20051317338,2005/11/01 05:00:00+00,2005,November,1,Tuesday,305,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3317258792917,43.7985155921077
-8827813.31475696,5421493.17551304,133,GO-20051293148,2005/11/02 05:00:00+00,2005,November,2,Wednesday,306,D54,Other,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3015962601505,43.7153245741499
-8842378.41960523,5409849.22353698,134,GO-20051283750,2005/11/05 05:00:00+00,2005,November,5,Saturday,309,D14,Other,85,South Parkdale,85,South Parkdale (85),-79.4324368225198,43.6396742861478
-8843530.43885536,5418716.92802265,135,GO-20051345445,2005/11/09 05:00:00+00,2005,November,9,Wednesday,313,D13,Shooting,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.4427855878446,43.6972960647176
-8839719.12966301,5428007.90340348,136,GO-20051356083,2005/11/12 05:00:00+00,2005,November,12,Saturday,316,D32,Stabbing,153,Avondale,51,Willowdale East (51),-79.4085480146914,43.7576088883483
-8845848.35767163,5416164.63716558,137,GO-20051322417,2005/11/14 05:00:00+00,2005,November,14,Monday,318,D12,Shooting,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.4636078065886,43.6807171107636
-8860286.45733362,5425568.74818696,138,GO-20051258191,2005/11/18 05:00:00+00,2005,November,18,Friday,322,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5933074633637,43.7417808708333
-8825175.03803843,5426135.57465295,139,GO-20051337264,2005/11/26 05:00:00+00,2005,November,26,Saturday,330,D41,Stabbing,126,Dorset Park,126,Dorset Park (126),-79.2778962166052,43.745459459946
-8844185.08985641,5412911.34592117,140,GO-20051428567,2005/11/29 05:00:00+00,2005,November,29,Tuesday,333,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.448666417524,43.6595780152519
-8854423.53304288,5430153.18938158,141,GO-20051440086,2005/12/01 05:00:00+00,2005,December,1,Thursday,335,D31,Shooting,NSA,NSA,NSA,NSA,-79.5406399181691,43.7715264870661
-8841755.7627164,5420232.46087226,142,GO-20051439907,2005/12/16 05:00:00+00,2005,December,16,Friday,350,D53,Other,102,Forest Hill North,102,Forest Hill North (102),-79.4268434006646,43.7071383664529
-8851757.75339699,5427121.68549205,143,GO-20051443414,2005/12/23 05:00:00+00,2005,December,23,Friday,357,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5166928120896,43.7518585810142
-8829604.44302612,5416767.09521945,144,GO-20051229258,2005/12/26 05:00:00+00,2005,December,26,Monday,360,D52,Shooting,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3176862393519,43.6846309204273
-8844033.53593942,5418568.50333058,145,GO-20061426456,2006/01/01 05:00:00+00,2006,January,1,Sunday,1,D13,Shooting,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.4473049856385,43.6963320656177
-8840429.41892479,5424554.87491659,146,GO-20061557753,2006/01/26 05:00:00+00,2006,January,26,Thursday,26,D32,Other,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.414928651949,43.7352004747378
-8850091.67888345,5426073.33680267,147,GO-20061361475,2006/02/06 05:00:00+00,2006,February,6,Monday,37,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5017262097581,43.7450555595244
-8831525.98296929,5422017.14682696,148,GO-20061511490,2006/02/08 05:00:00+00,2006,February,8,Wednesday,39,D54,Stabbing,44,Flemingdon Park,44,Flemingdon Park (44),-79.3349477263428,43.7187265523928
-8831024.57215289,5434050.80501709,149,GO-20061624304,2006/02/09 05:00:00+00,2006,February,9,Thursday,40,D42,Stabbing,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3304434762842,43.7968040854031
-8831024.57215289,5434050.80501709,150,GO-20061624304,2006/02/09 05:00:00+00,2006,February,9,Thursday,40,D42,Stabbing,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3304434762842,43.7968040854031
-8831024.57215289,5434050.80501709,151,GO-20061624304,2006/02/09 05:00:00+00,2006,February,9,Thursday,40,D42,Stabbing,147,L'Amoreaux West,117,L'Amoreaux (117),-79.3304434762842,43.7968040854031
-8826801.39832175,5418034.34067029,152,GO-20061559867,2006/03/02 05:00:00+00,2006,March,2,Thursday,61,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.2925060595273,43.6928626205279
-8813651.87675753,5433420.24676879,153,GO-20061597252,2006/03/04 05:00:00+00,2006,March,4,Saturday,63,D43,Other,134,Highland Creek,134,Highland Creek (134),-79.174381897752,43.7927153867675
-8854933.02843731,5426507.96593662,154,GO-20061640987,2006/03/12 05:00:00+00,2006,March,12,Sunday,71,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.5452167930766,43.747876081133
-8818607.79666528,5425783.88407955,155,GO-20061591256,2006/03/14 05:00:00+00,2006,March,14,Tuesday,73,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.2189016837165,43.7431770857176
-8835847.34203846,5414097.83665394,156,GO-20061479234,2006/03/20 05:00:00+00,2006,March,20,Monday,79,D51,Shooting,74,North St.James Town,74,North St.James Town (74),-79.3737671550415,43.6672884064532
-8848887.2102307,5417219.42796442,157,GO-20061570672,2006/03/27 05:00:00+00,2006,March,27,Monday,86,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.4909062837498,43.6875692873212
-8850695.28756025,5426598.54513807,158,GO-20061671071,2006/03/27 05:00:00+00,2006,March,27,Monday,86,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5071485194984,43.7484638770574
-8855361.46376152,5426934.49138279,159,GO-20061578377,2006/04/07 04:00:00+00,2006,April,7,Friday,97,D31,Other,21,Humber Summit,21,Humber Summit (21),-79.549065492577,43.750643884213
-8846728.57613611,5423688.72007189,160,GO-20061673447,2006/04/20 04:00:00+00,2006,April,20,Thursday,110,D31,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.4715149443039,43.7295782506285
-8832568.35920017,5431611.06047056,161,GO-20061636602,2006/04/26 04:00:00+00,2006,April,26,Wednesday,116,D33,Stabbing,47,Don Valley Village,47,Don Valley Village (47),-79.3443115514344,43.7809826163857
-8830483.23214833,5422003.82468652,162,GO-20061473434,2006/04/29 04:00:00+00,2006,April,29,Saturday,119,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.3255805358717,43.718640058463
-8850889.47895729,5403983.61296952,163,GO-20061686110,2006/04/29 04:00:00+00,2006,April,29,Saturday,119,D22,Stabbing,18,New Toronto,18,New Toronto (18),-79.5088929699975,43.6015295271124
-8830266.23673097,5416572.25888343,164,GO-20061439616,2006/05/02 04:00:00+00,2006,May,2,Tuesday,122,D54,Stabbing,66,Danforth,66,Danforth (66),-79.3236312329403,43.683365213166
-8838110.10917149,5411838.43869834,165,GO-20061506152,2006/05/15 04:00:00+00,2006,May,15,Monday,135,D52,Stabbing,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3940939381367,43.6526048919613
-8826934.8925438,5417991.35567191,166,GO-20061714664,2006/05/17 04:00:00+00,2006,May,17,Wednesday,137,D54,Other,61,Taylor-Massey,61,Taylor-Massey (61),-79.2937052585072,43.692583420466
-8841088.75046514,5417007.56072275,167,GO-20061465047,2006/05/26 04:00:00+00,2006,May,26,Friday,146,D13,Other,106,Humewood-Cedarvale,106,Humewood-Cedarvale (106),-79.4208515281939,43.6861930092397
-8818248.14164692,5428464.0467567,168,GO-20061630473,2006/05/28 04:00:00+00,2006,May,28,Sunday,148,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.2156708481788,43.7605684008847
-8831276.4376215,5416404.20927055,169,GO-20061558823,2006/06/02 04:00:00+00,2006,June,2,Friday,153,D54,Other,66,Danforth,66,Danforth (66),-79.3327060224312,43.6822734982468
-8848332.96184063,5425737.13732292,170,GO-20061677509,2006/06/03 04:00:00+00,2006,June,3,Saturday,154,D31,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.4859273855714,43.7428737057047
-8850709.34097804,5418437.00198833,171,GO-20061441432,2006/06/03 04:00:00+00,2006,June,3,Saturday,154,D12,Shooting,113,Weston,113,Weston (113),-79.5072747633808,43.6954779690246
-8850151.49474203,5421680.10138397,172,GO-20061433643,2006/06/12 04:00:00+00,2006,June,12,Monday,163,D31,Shooting,28,Rustic,28,Rustic (28),-79.5022635446571,43.7165382464395
-8848887.2102307,5417219.42796442,173,GO-20061269372,2006/06/13 04:00:00+00,2006,June,13,Tuesday,164,D12,Stabbing,115,Mount Dennis,115,Mount Dennis (115),-79.4909062837498,43.6875692873212
-8850807.08850784,5422070.80801314,174,GO-20061556233,2006/06/22 04:00:00+00,2006,June,22,Thursday,173,D31,Stabbing,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5081528435105,43.7190749464395
-8819227.76719216,5434929.56164275,175,GO-20061523520,2006/06/23 04:00:00+00,2006,June,23,Friday,174,D42,Shooting,145,Malvern West,132,Malvern (132),-79.2244709737357,43.8025016967233
-8836691.4437847,5414007.05625207,176,GO-20061712933,2006/06/23 04:00:00+00,2006,June,23,Friday,174,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3813498495625,43.6666985058022
-8835194.43073842,5411045.19922767,177,GO-20061614702,2006/06/26 04:00:00+00,2006,June,26,Monday,177,D51,Shooting,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3679019529526,43.6474488865525
-8846771.41911193,5415626.88273429,178,GO-20061463143,2006/07/02 04:00:00+00,2006,July,2,Sunday,183,D12,Shooting,90,Junction Area,90,Junction Area (90),-79.471899809182,43.6772234268918
-8854892.02624059,5403881.64219742,179,GO-20061436777,2006/07/05 04:00:00+00,2006,July,5,Wednesday,186,D22,Shooting,20,Alderwood,20,Alderwood (20),-79.5448484635192,43.6008661854074
-8836080.45551621,5412198.77279375,180,GO-20061680741,2006/07/11 04:00:00+00,2006,July,11,Tuesday,192,D51,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3758612492946,43.6549468940506
-8819448.98584836,5439143.33858581,181,GO-20061789165,2006/07/12 04:00:00+00,2006,July,12,Wednesday,193,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2264582148501,43.8298150983
-8849010.54098324,5417272.95427719,182,GO-20061482034,2006/07/12 04:00:00+00,2006,July,12,Wednesday,193,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.4920141825999,43.687916985634
-8819448.98584836,5439143.33858581,183,GO-20061786165,2006/07/12 04:00:00+00,2006,July,12,Wednesday,193,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.2264582148501,43.8298150983
-8860149.44586094,5424089.20604206,184,GO-20061720929,2006/07/14 04:00:00+00,2006,July,14,Friday,195,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5920766677252,43.7321778771036
-8828820.13175762,5421260.52287777,185,GO-20061753633,2006/07/15 04:00:00+00,2006,July,15,Saturday,196,D54,Stabbing,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3106406514685,43.7138139727765
-8828820.13175762,5421260.52287777,186,GO-20061436568,2006/07/17 04:00:00+00,2006,July,17,Monday,198,D52,Shooting,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3106406514685,43.7138139727765
-8818238.39339911,5435745.92767182,187,GO-20061436461,2006/07/27 04:00:00+00,2006,July,27,Thursday,208,D42,Other,146,Malvern East,132,Malvern (132),-79.2155832782575,43.8077942990235
-8842841.89808251,5409704.20206537,188,GO-20061684861,2006/08/05 04:00:00+00,2006,August,5,Saturday,217,D11,Other,85,South Parkdale,85,South Parkdale (85),-79.436600321132,43.6387314862785
-8836773.64176274,5412837.51573632,189,GO-20061467979,2006/09/11 04:00:00+00,2006,September,11,Monday,254,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.382088246527,43.659098198202
-8836773.64176274,5412837.51573632,190,GO-20061467979,2006/09/11 04:00:00+00,2006,September,11,Monday,254,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.382088246527,43.659098198202
-8827750.95847628,5434900.63123764,191,GO-20061442534,2006/09/14 04:00:00+00,2006,September,14,Thursday,257,D42,Shooting,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3010361044176,43.8023141289496
-8830488.56067839,5435678.95522573,192,GO-20061859866,2006/09/17 04:00:00+00,2006,September,17,Sunday,260,D42,Stabbing,116,Steeles,116,Steeles (116),-79.3256284031864,43.8073601260593
-8842009.5403199,5409680.60598895,193,GO-20061873074,2006/09/17 04:00:00+00,2006,September,17,Sunday,260,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4291231236243,43.6385780835816
-8820996.11760106,5429991.41664328,194,GO-20061825448,2006/09/17 04:00:00+00,2006,September,17,Sunday,260,D43,Other,142,Woburn North,137,Woburn (137),-79.2403563363473,43.77047709462
-8822788.0236595,5420699.74438281,195,GO-20061696275,2006/09/21 04:00:00+00,2006,September,21,Thursday,264,D41,Other,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2564533019368,43.7101727115185
-8836884.54937142,5413444.78795033,196,GO-20061448580,2006/09/22 04:00:00+00,2006,September,22,Friday,265,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3830845471783,43.6630447021484
-8857658.95734366,5428185.76810319,197,GO-20061710058,2006/09/25 04:00:00+00,2006,September,25,Monday,268,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.569704228594,43.7587629134429
-8856593.59052099,5411036.97242525,198,GO-20061904938,2006/10/06 04:00:00+00,2006,October,6,Friday,279,D22,Other,158,Islington,14,Islington-City Centre West (14),-79.5601338761368,43.6473954110097
-8827704.23323321,5422182.18715266,199,GO-20061905589,2006/10/09 04:00:00+00,2006,October,9,Monday,282,D54,Shooting,43,Victoria Village,43,Victoria Village (43),-79.3006163635015,43.7197980657703
-8834705.83936325,5413935.28188748,200,GO-20061855834,2006/10/11 04:00:00+00,2006,October,11,Wednesday,284,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3635128622845,43.6662321053358
-8827691.6880832,5423428.22217009,201,GO-20061696286,2006/10/17 04:00:00+00,2006,October,17,Tuesday,290,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3005036689161,43.7278872515901
-8815874.04567227,5432889.27148857,202,GO-20061603174,2006/10/21 04:00:00+00,2006,October,21,Saturday,294,D43,Stabbing,134,Highland Creek,134,Highland Creek (134),-79.1943439807371,43.7892721934831
-8849483.12895709,5408011.79006352,203,GO-20061877732,2006/10/27 04:00:00+00,2006,October,27,Friday,300,D22,Other,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.4962595126005,43.6277278421471
-8837276.81621384,5411227.5644079,204,GO-20061787320,2006/10/27 04:00:00+00,2006,October,27,Friday,300,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3866083403943,43.6486342877379
-8827813.31475696,5421493.17551304,205,GO-20061470621,2006/11/05 05:00:00+00,2006,November,5,Sunday,309,D54,Stabbing,43,Victoria Village,43,Victoria Village (43),-79.3015962601505,43.7153245741499
-8827813.31475696,5421493.17551304,206,GO-20061470621,2006/11/05 05:00:00+00,2006,November,5,Sunday,309,D54,Stabbing,43,Victoria Village,43,Victoria Village (43),-79.3015962601505,43.7153245741499
-8819690.9787253,5435995.85668975,207,GO-20061448992,2006/11/14 05:00:00+00,2006,November,14,Tuesday,318,D42,Shooting,145,Malvern West,132,Malvern (132),-79.2286320744522,43.8094145264167
-8848169.88201488,5411332.64961969,208,GO-20061945800,2006/11/25 05:00:00+00,2006,November,25,Saturday,329,D11,Other,87,High Park-Swansea,87,High Park-Swansea (87),-79.4844624149623,43.6493173472054
-8838072.93937087,5410325.75784361,209,GO-20061796411,2006/12/03 05:00:00+00,2006,December,3,Sunday,337,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.3937600356872,43.6427721818759
-8816176.72214322,5434005.06320245,210,GO-20061462848,2006/12/03 05:00:00+00,2006,December,3,Sunday,337,D42,Other,144,Morningside Heights,131,Rouge (131),-79.1970629696221,43.7965074928623
-8834168.44485541,5413350.05926252,211,GO-20061451923,2006/12/20 05:00:00+00,2006,December,20,Wednesday,354,D51,Other,72,Regent Park,72,Regent Park (72),-79.3586853645459,43.6624291015328
-8841813.07255061,5409738.71859976,212,GO-20061501929,2006/12/25 05:00:00+00,2006,December,25,Monday,359,D14,Shooting,85,South Parkdale,85,South Parkdale (85),-79.4273582242126,43.638955883497
-8858196.93616751,5423470.58718755,213,GO-20061490523,2006/12/26 05:00:00+00,2006,December,26,Tuesday,360,D23,Stabbing,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.5745369751535,43.7281622644611
-8851993.59498151,5428671.23069597,214,GO-20061932560,2006/12/27 05:00:00+00,2006,December,27,Wednesday,361,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5188114129956,43.7619125867231
-8819643.72360145,5434541.8874472,215,GO-20071875060,2007/01/01 05:00:00+00,2007,January,1,Monday,1,D42,Shooting,145,Malvern West,132,Malvern (132),-79.2282075742951,43.7999881929491
-8851609.03512139,5419105.4767691,216,GO-20071441479,2007/01/11 05:00:00+00,2007,January,11,Thursday,11,D12,Other,113,Weston,113,Weston (113),-79.5153568528376,43.6998195653767
-8830361.21507711,5421036.59324188,217,GO-20071763040,2007/01/11 05:00:00+00,2007,January,11,Thursday,11,D54,Shooting,44,Flemingdon Park,44,Flemingdon Park (44),-79.3244844376247,43.7123599741607
-8823988.04832685,5431805.75655808,218,GO-20071993783,2007/01/14 05:00:00+00,2007,January,14,Sunday,14,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2672333065289,43.7822453522533
-8847423.7731466,5415748.40070943,219,GO-20071492036,2007/01/20 05:00:00+00,2007,January,20,Saturday,20,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4777600052558,43.6780129231977
-8819612.67336721,5422588.01508582,220,GO-20071925141,2007/02/04 05:00:00+00,2007,February,4,Sunday,35,D43,Shooting,123,Cliffcrest,123,Cliffcrest (123),-79.2279286449437,43.7224327971112
-8835312.36238432,5410505.86287751,221,GO-20073654724,2007/02/11 05:00:00+00,2007,February,11,Sunday,42,D51,Other,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3689613512463,43.6439429830466
-8851367.13697734,5423064.5844204,222,GO-20071896894,2007/02/14 05:00:00+00,2007,February,14,Wednesday,45,D31,Stabbing,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5131838452821,43.725526649875
-8856097.19531556,5410132.15531905,223,GO-20072425942,2007/02/22 05:00:00+00,2007,February,22,Thursday,53,D22,Stabbing,158,Islington,14,Islington-City Centre West (14),-79.5556746824657,43.6415136131228
-8826691.18289767,5423278.24425107,224,GO-20072061133,2007/03/09 05:00:00+00,2007,March,9,Friday,68,D41,Stabbing,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.29151597811,43.7269136616694
-8855279.83295629,5426648.81362238,225,GO-20072065992,2007/03/15 04:00:00+00,2007,March,15,Thursday,74,D31,Shooting,22,Humbermede,22,Humbermede (22),-79.5483321909997,43.7487900817423
-8843313.13307927,5418001.69449403,226,GO-20071564750,2007/03/17 04:00:00+00,2007,March,17,Saturday,76,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.4408334974506,43.6926505738916
-8840142.70455562,5431532.87087392,227,GO-20071438873,2007/03/28 04:00:00+00,2007,March,28,Wednesday,87,D32,Other,151,Yonge-Doris,51,Willowdale East (51),-79.4123530527115,43.7804754963968
-8851757.75339699,5427121.68549205,228,GO-20072090220,2007/04/02 04:00:00+00,2007,April,2,Monday,92,D31,Stabbing,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5166928120896,43.7518585810142
-8835377.9861147,5414234.07848969,229,GO-20072072766,2007/04/04 04:00:00+00,2007,April,4,Wednesday,94,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3695508587399,43.6681737079333
